variable,staging,sender,vehicle,patient,scenario,value
x_ij,a1,s049,v00,c,n13,38.0
x_ij,a1,s049,v00,c,n14,38.0
x_ij,a1,s049,v00,c,n15,38.0
x_ij,a1,s049,v00,c,n16,38.0
x_ij,a1,s049,v00,c,n17,38.0
x_ij,a1,s049,v00,c,n18,38.0
x_ij,a1,s049,v00,c,n19,38.0
x_ij,a1,s049,v00,c,n20,38.0
x_ij,a1,s049,v00,c,n21,38.0
x_ij,a1,s049,v00,c,n22,38.0
x_ij,a1,s049,v00,c,n23,38.0
x_ij,a1,s049,v00,c,n24,38.0
x_ij,a1,s049,v00,c,n25,38.0
x_ij,a1,s049,v00,n,n01,11.0
x_ij,a1,s049,v00,n,n02,11.0
x_ij,a1,s049,v00,n,n03,11.0
x_ij,a1,s049,v00,n,n04,11.0
x_ij,a1,s049,v00,n,n05,11.0
x_ij,a1,s049,v00,n,n06,71.0
x_ij,a1,s049,v00,n,n07,71.0
x_ij,a1,s049,v00,n,n08,131.0
x_ij,a1,s049,v00,n,n09,211.0
x_ij,a1,s049,v00,n,n10,211.0
x_ij,a1,s049,v00,n,n11,211.0
x_ij,a1,s049,v00,n,n12,151.0
x_ij,a1,s049,v00,n,n13,211.0
x_ij,a1,s049,v00,n,n14,211.0
x_ij,a1,s049,v00,n,n15,211.0
x_ij,a1,s049,v00,n,n16,211.0
x_ij,a1,s049,v00,n,n17,211.0
x_ij,a1,s049,v00,n,n18,211.0
x_ij,a1,s049,v00,n,n19,171.0
x_ij,a1,s049,v00,n,n20,151.0
x_ij,a1,s049,v00,n,n21,151.0
x_ij,a1,s049,v00,n,n22,171.0
x_ij,a1,s049,v00,n,n23,171.0
x_ij,a1,s049,v00,n,n24,211.0
x_ij,a1,s049,v00,n,n25,11.0
x_ij,a1,s049,v20,n,n01,10.0
x_ij,a1,s049,v20,n,n02,10.0
x_ij,a1,s049,v20,n,n03,10.0
x_ij,a1,s049,v20,n,n04,10.0
x_ij,a1,s049,v20,n,n05,10.0
x_ij,a1,s049,v20,n,n06,7.0
x_ij,a1,s049,v20,n,n07,7.0
x_ij,a1,s049,v20,n,n08,4.0
x_ij,a1,s049,v20,n,n19,2.0
x_ij,a1,s049,v20,n,n20,3.0
x_ij,a1,s049,v20,n,n21,3.0
x_ij,a1,s049,v20,n,n22,2.0
x_ij,a1,s049,v20,n,n23,2.0
x_ij,a1,s049,v20,n,n25,10.0
x_ij,a1,s051,v00,c,n13,2.0
x_ij,a1,s051,v00,c,n14,2.0
x_ij,a1,s051,v00,c,n15,2.0
x_ij,a1,s051,v00,c,n16,2.0
x_ij,a1,s051,v00,c,n17,2.0
x_ij,a1,s051,v00,c,n18,2.0
x_ij,a1,s051,v00,c,n19,2.0
x_ij,a1,s051,v00,c,n20,2.0
x_ij,a1,s051,v00,n,n13,17.0
x_ij,a1,s051,v00,n,n14,17.0
x_ij,a1,s051,v00,n,n15,17.0
x_ij,a1,s051,v00,n,n16,17.0
x_ij,a1,s051,v00,n,n17,17.0
x_ij,a1,s051,v00,n,n18,17.0
x_ij,a1,s051,v00,n,n19,17.0
x_ij,a1,s051,v00,n,n20,17.0
x_ij,a1,s056,v00,n,n17,13.0
x_ij,a1,s056,v00,n,n18,13.0
x_ij,a1,s056,v00,n,n19,13.0
x_ij,a1,s056,v00,n,n20,13.0
x_ij,a1,s056,v00,n,n21,13.0
x_ij,a1,s056,v00,n,n22,13.0
x_ij,a1,s056,v00,n,n23,13.0
x_ij,a1,s056,v00,n,n24,13.0
x_ij,a1,s056,v20,n,n17,4.0
x_ij,a1,s056,v20,n,n18,4.0
x_ij,a1,s056,v20,n,n19,4.0
x_ij,a1,s056,v20,n,n20,4.0
x_ij,a1,s056,v20,n,n21,4.0
x_ij,a1,s056,v20,n,n22,4.0
x_ij,a1,s056,v20,n,n23,4.0
x_ij,a1,s056,v20,n,n24,4.0
x_ij,a1,s057,v00,n,n22,7.0
x_ij,a1,s057,v00,n,n23,7.0
x_ij,a1,s057,v00,n,n24,7.0
x_ij,a1,s057,v20,n,n22,1.0
x_ij,a1,s057,v20,n,n23,1.0
x_ij,a1,s057,v20,n,n24,1.0
x_ij,a1,s058,v00,n,n14,13.0
x_ij,a1,s059,v00,n,n14,85.0
x_ij,a1,s059,v00,n,n15,85.0
x_ij,a1,s060,v00,n,n11,6.0
x_ij,a1,s060,v00,n,n12,6.0
x_ij,a1,s060,v00,n,n13,6.0
x_ij,a1,s060,v00,n,n14,6.0
x_ij,a1,s060,v00,n,n15,6.0
x_ij,a1,s060,v00,n,n16,6.0
x_ij,a1,s061,v00,n,n08,6.0
x_ij,a1,s061,v00,n,n09,6.0
x_ij,a1,s061,v00,n,n10,6.0
x_ij,a1,s061,v00,n,n11,6.0
x_ij,a1,s061,v00,n,n12,6.0
x_ij,a1,s061,v00,n,n13,6.0
x_ij,a1,s061,v00,n,n14,6.0
x_ij,a1,s061,v00,n,n15,6.0
x_ij,a1,s062,v00,n,n11,8.0
x_ij,a1,s062,v00,n,n12,8.0
x_ij,a1,s062,v00,n,n13,8.0
x_ij,a1,s062,v00,n,n14,8.0
x_ij,a1,s062,v00,n,n15,8.0
x_ij,a1,s063,v00,n,n16,62.0
x_ij,a1,s063,v00,n,n17,62.0
x_ij,a1,s063,v00,n,n18,62.0
x_ij,a1,s063,v00,n,n19,62.0
x_ij,a1,s063,v00,n,n20,62.0
x_ij,a1,s063,v00,n,n21,62.0
x_ij,a1,s063,v00,n,n22,62.0
x_ij,a1,s063,v00,n,n23,62.0
x_ij,a1,s063,v00,n,n24,62.0
x_ij,a1,s063,v00,n,n25,62.0
x_ij,a1,s064,v00,n,n06,9.0
x_ij,a1,s064,v00,n,n07,9.0
x_ij,a1,s064,v00,n,n08,9.0
x_ij,a1,s064,v00,n,n09,9.0
x_ij,a1,s064,v00,n,n10,9.0
x_ij,a1,s064,v00,n,n11,9.0
x_ij,a1,s064,v00,n,n12,9.0
x_ij,a1,s064,v00,n,n13,9.0
x_ij,a1,s064,v00,n,n14,9.0
x_ij,a1,s064,v00,n,n15,9.0
x_ij,a1,s064,v00,n,n16,9.0
x_ij,a1,s065,v00,n,n06,38.0
x_ij,a1,s065,v00,n,n07,38.0
x_ij,a1,s065,v00,n,n08,38.0
x_ij,a1,s065,v00,n,n09,38.0
x_ij,a1,s065,v00,n,n10,38.0
x_ij,a1,s065,v00,n,n11,38.0
x_ij,a1,s065,v00,n,n12,38.0
x_ij,a1,s065,v00,n,n13,38.0
x_ij,a1,s065,v00,n,n14,38.0
x_ij,a1,s065,v00,n,n15,38.0
x_ij,a1,s065,v00,n,n16,38.0
x_ij,a1,s065,v00,n,n19,38.0
x_ij,a1,s065,v00,n,n20,38.0
x_ij,a1,s065,v00,n,n24,38.0
x_ij,a1,s066,v00,n,n04,102.0
x_ij,a1,s066,v00,n,n05,102.0
x_ij,a1,s066,v00,n,n06,102.0
x_ij,a1,s066,v00,n,n07,102.0
x_ij,a1,s066,v00,n,n08,102.0
x_ij,a1,s066,v00,n,n09,102.0
x_ij,a1,s066,v00,n,n10,102.0
x_ij,a1,s066,v00,n,n11,102.0
x_ij,a1,s066,v00,n,n12,102.0
x_ij,a1,s066,v00,n,n13,102.0
x_ij,a1,s066,v00,n,n14,102.0
x_ij,a1,s066,v00,n,n15,102.0
x_ij,a1,s066,v00,n,n16,102.0
x_ij,a1,s066,v00,n,n17,102.0
x_ij,a1,s066,v00,n,n18,102.0
x_ij,a1,s066,v00,n,n19,102.0
x_ij,a1,s066,v00,n,n20,102.0
x_ij,a1,s066,v00,n,n21,102.0
x_ij,a1,s067,v00,n,n11,61.0
x_ij,a1,s067,v00,n,n12,61.0
x_ij,a1,s068,v00,n,n11,6.0
x_ij,a1,s068,v00,n,n12,6.0
x_ij,a1,s068,v00,n,n13,6.0
x_ij,a1,s068,v00,n,n14,6.0
x_ij,a1,s068,v00,n,n15,6.0
x_ij,a1,s068,v00,n,n16,6.0
x_ij,a1,s069,v00,n,n14,38.0
x_ij,a1,s069,v00,n,n15,38.0
x_ij,a1,s069,v00,n,n16,38.0
x_ij,a1,s069,v00,n,n17,38.0
x_ij,a1,s069,v00,n,n18,38.0
x_ij,a1,s069,v00,n,n19,38.0
x_ij,a1,s069,v00,n,n20,38.0
x_ij,a1,s069,v00,n,n21,38.0
x_ij,a1,s069,v00,n,n22,38.0
x_ij,a1,s069,v00,n,n23,38.0
x_ij,a1,s069,v00,n,n24,38.0
x_ij,a1,s069,v00,n,n25,38.0
x_ij,a1,s070,v00,n,n13,6.0
x_ij,a1,s070,v00,n,n14,6.0
x_ij,a1,s070,v00,n,n15,6.0
x_ij,a1,s071,v00,n,n06,9.0
x_ij,a1,s071,v00,n,n07,9.0
x_ij,a1,s071,v00,n,n08,9.0
x_ij,a1,s071,v00,n,n09,9.0
x_ij,a1,s071,v00,n,n10,9.0
x_ij,a1,s071,v00,n,n11,9.0
x_ij,a1,s071,v00,n,n12,9.0
x_ij,a1,s071,v00,n,n13,9.0
x_ij,a1,s071,v00,n,n14,9.0
x_ij,a1,s071,v00,n,n15,9.0
x_ij,a1,s071,v00,n,n16,9.0
x_ij,a1,s072,v00,n,n06,102.0
x_ij,a1,s072,v00,n,n07,102.0
x_ij,a1,s072,v00,n,n08,102.0
x_ij,a1,s072,v00,n,n09,102.0
x_ij,a1,s072,v00,n,n10,102.0
x_ij,a1,s072,v00,n,n11,102.0
x_ij,a1,s072,v00,n,n12,102.0
x_ij,a1,s072,v00,n,n13,102.0
x_ij,a1,s072,v00,n,n14,102.0
x_ij,a1,s072,v00,n,n15,102.0
x_ij,a1,s072,v00,n,n16,102.0
x_ij,a1,s073,v00,n,n13,6.0
x_ij,a1,s073,v00,n,n14,6.0
x_ij,a1,s073,v00,n,n15,6.0
x_ij,a1,s073,v00,n,n16,6.0
x_ij,a1,s074,v00,n,n06,6.0
x_ij,a1,s074,v00,n,n07,6.0
x_ij,a1,s074,v00,n,n08,6.0
x_ij,a1,s074,v00,n,n09,6.0
x_ij,a1,s074,v00,n,n10,6.0
x_ij,a1,s074,v00,n,n11,6.0
x_ij,a1,s074,v00,n,n12,6.0
x_ij,a1,s074,v00,n,n13,6.0
x_ij,a1,s074,v00,n,n14,6.0
x_ij,a1,s074,v00,n,n15,6.0
x_ij,a1,s075,v00,n,n06,59.0
x_ij,a1,s075,v00,n,n07,59.0
x_ij,a1,s075,v00,n,n08,59.0
x_ij,a1,s075,v00,n,n09,59.0
x_ij,a1,s075,v00,n,n10,59.0
x_ij,a1,s075,v00,n,n11,59.0
x_ij,a1,s075,v00,n,n12,59.0
x_ij,a1,s075,v00,n,n13,59.0
x_ij,a1,s075,v00,n,n14,59.0
x_ij,a1,s075,v00,n,n15,59.0
x_ij,a1,s075,v00,n,n16,59.0
x_ij,a1,s076,v00,n,n06,65.0
x_ij,a1,s076,v00,n,n07,65.0
x_ij,a1,s076,v00,n,n08,65.0
x_ij,a1,s076,v00,n,n09,65.0
x_ij,a1,s076,v00,n,n10,65.0
x_ij,a1,s076,v00,n,n11,65.0
x_ij,a1,s076,v00,n,n12,65.0
x_ij,a1,s076,v00,n,n13,65.0
x_ij,a1,s076,v00,n,n14,65.0
x_ij,a1,s076,v00,n,n15,65.0
x_ij,a1,s076,v00,n,n16,65.0
x_ij,a1,s077,v00,n,n01,53.0
x_ij,a1,s077,v00,n,n02,73.0
x_ij,a1,s077,v00,n,n03,73.0
x_ij,a1,s077,v00,n,n04,73.0
x_ij,a1,s077,v00,n,n05,73.0
x_ij,a1,s077,v00,n,n06,73.0
x_ij,a1,s077,v00,n,n07,73.0
x_ij,a1,s077,v00,n,n08,73.0
x_ij,a1,s077,v00,n,n09,73.0
x_ij,a1,s077,v00,n,n10,73.0
x_ij,a1,s077,v00,n,n11,73.0
x_ij,a1,s077,v00,n,n12,73.0
x_ij,a1,s077,v00,n,n13,73.0
x_ij,a1,s077,v00,n,n14,73.0
x_ij,a1,s077,v00,n,n15,73.0
x_ij,a1,s077,v00,n,n16,73.0
x_ij,a1,s077,v00,n,n17,73.0
x_ij,a1,s077,v00,n,n18,73.0
x_ij,a1,s077,v00,n,n19,73.0
x_ij,a1,s077,v00,n,n20,73.0
x_ij,a1,s077,v00,n,n21,73.0
x_ij,a1,s077,v00,n,n22,73.0
x_ij,a1,s077,v00,n,n23,73.0
x_ij,a1,s077,v00,n,n24,73.0
x_ij,a1,s077,v00,n,n25,73.0
x_ij,a1,s077,v20,n,n01,1.0
x_ij,a1,s078,v00,n,n06,6.0
x_ij,a1,s078,v00,n,n07,6.0
x_ij,a1,s078,v00,n,n08,6.0
x_ij,a1,s078,v00,n,n09,6.0
x_ij,a1,s078,v00,n,n10,6.0
x_ij,a1,s078,v00,n,n11,6.0
x_ij,a1,s078,v00,n,n12,6.0
x_ij,a1,s078,v00,n,n13,6.0
x_ij,a1,s078,v00,n,n14,6.0
x_ij,a1,s078,v00,n,n15,6.0
x_ij,a1,s078,v00,n,n16,6.0
x_ij,a1,s078,v00,n,n17,6.0
x_ij,a1,s078,v00,n,n18,6.0
x_ij,a1,s078,v00,n,n19,6.0
x_ij,a1,s078,v00,n,n20,6.0
x_ij,a1,s079,v00,n,n08,6.0
x_ij,a1,s079,v00,n,n09,6.0
x_ij,a1,s079,v00,n,n10,6.0
x_ij,a1,s079,v00,n,n11,6.0
x_ij,a1,s079,v00,n,n12,6.0
x_ij,a1,s079,v00,n,n13,6.0
x_ij,a1,s079,v00,n,n14,6.0
x_ij,a1,s079,v00,n,n15,6.0
x_ij,a1,s079,v00,n,n16,6.0
x_ij,a1,s080,v00,n,n06,76.0
x_ij,a1,s080,v00,n,n07,76.0
x_ij,a1,s080,v00,n,n08,76.0
x_ij,a1,s080,v00,n,n09,76.0
x_ij,a1,s080,v00,n,n10,76.0
x_ij,a1,s080,v00,n,n11,76.0
x_ij,a1,s080,v00,n,n12,76.0
x_ij,a1,s080,v00,n,n13,76.0
x_ij,a1,s080,v00,n,n14,76.0
x_ij,a1,s080,v00,n,n15,76.0
x_ij,a1,s080,v00,n,n16,76.0
x_ij,a1,s080,v00,n,n17,76.0
x_ij,a1,s080,v00,n,n18,76.0
x_ij,a1,s081,v00,n,n06,6.0
x_ij,a1,s081,v00,n,n07,6.0
x_ij,a1,s081,v00,n,n08,6.0
x_ij,a1,s081,v00,n,n09,6.0
x_ij,a1,s081,v00,n,n10,6.0
x_ij,a1,s081,v00,n,n11,6.0
x_ij,a1,s081,v00,n,n12,6.0
x_ij,a1,s081,v00,n,n13,6.0
x_ij,a1,s081,v00,n,n14,6.0
x_ij,a1,s081,v00,n,n15,6.0
x_ij,a1,s081,v00,n,n16,6.0
x_ij,a1,s082,v00,n,n15,5.0
x_ij,a1,s083,v00,n,n13,10.0
x_ij,a1,s083,v00,n,n14,10.0
x_ij,a1,s083,v00,n,n15,10.0
x_ij,a1,s083,v00,n,n16,10.0
x_ij,a1,s084,v00,n,n06,6.0
x_ij,a1,s084,v00,n,n07,6.0
x_ij,a1,s084,v00,n,n08,6.0
x_ij,a1,s084,v00,n,n09,6.0
x_ij,a1,s084,v00,n,n10,6.0
x_ij,a1,s084,v00,n,n11,6.0
x_ij,a1,s084,v00,n,n12,6.0
x_ij,a1,s084,v00,n,n13,6.0
x_ij,a1,s084,v00,n,n14,6.0
x_ij,a1,s084,v00,n,n15,6.0
x_ij,a1,s085,v00,n,n06,4.0
x_ij,a1,s085,v00,n,n07,4.0
x_ij,a1,s085,v00,n,n08,4.0
x_ij,a1,s085,v00,n,n09,4.0
x_ij,a1,s085,v00,n,n10,4.0
x_ij,a1,s085,v00,n,n11,4.0
x_ij,a1,s085,v00,n,n12,4.0
x_ij,a1,s085,v00,n,n13,4.0
x_ij,a1,s085,v00,n,n14,4.0
x_ij,a1,s086,v00,n,n06,47.0
x_ij,a1,s086,v00,n,n07,47.0
x_ij,a1,s086,v00,n,n08,47.0
x_ij,a1,s086,v00,n,n09,47.0
x_ij,a1,s086,v00,n,n10,47.0
x_ij,a1,s086,v00,n,n11,47.0
x_ij,a1,s086,v00,n,n12,47.0
x_ij,a1,s086,v00,n,n13,47.0
x_ij,a1,s086,v00,n,n14,47.0
x_ij,a1,s086,v00,n,n15,47.0
x_ij,a1,s086,v00,n,n16,47.0
x_ij,a1,s087,v00,n,n04,29.0
x_ij,a1,s087,v00,n,n05,29.0
x_ij,a1,s087,v00,n,n06,29.0
x_ij,a1,s087,v00,n,n07,29.0
x_ij,a1,s087,v00,n,n08,29.0
x_ij,a1,s087,v00,n,n09,29.0
x_ij,a1,s087,v00,n,n10,29.0
x_ij,a1,s087,v00,n,n11,29.0
x_ij,a1,s087,v00,n,n12,29.0
x_ij,a1,s087,v00,n,n13,29.0
x_ij,a1,s087,v00,n,n14,29.0
x_ij,a1,s087,v00,n,n15,29.0
x_ij,a1,s087,v00,n,n16,29.0
x_ij,a1,s087,v00,n,n17,29.0
x_ij,a1,s087,v00,n,n18,29.0
x_ij,a1,s087,v00,n,n19,29.0
x_ij,a1,s087,v00,n,n20,29.0
x_ij,a1,s087,v00,n,n21,29.0
x_ij,a1,s087,v00,n,n24,29.0
x_ij,a1,s088,v00,n,n04,87.0
x_ij,a1,s088,v00,n,n05,87.0
x_ij,a1,s088,v00,n,n06,87.0
x_ij,a1,s088,v00,n,n07,87.0
x_ij,a1,s088,v00,n,n08,87.0
x_ij,a1,s088,v00,n,n09,87.0
x_ij,a1,s088,v00,n,n10,87.0
x_ij,a1,s088,v00,n,n11,87.0
x_ij,a1,s088,v00,n,n12,87.0
x_ij,a1,s088,v00,n,n13,87.0
x_ij,a1,s088,v00,n,n14,87.0
x_ij,a1,s088,v00,n,n15,87.0
x_ij,a1,s088,v00,n,n16,87.0
x_ij,a1,s088,v00,n,n17,87.0
x_ij,a1,s088,v00,n,n18,87.0
x_ij,a1,s088,v00,n,n19,87.0
x_ij,a1,s088,v00,n,n20,87.0
x_ij,a1,s088,v00,n,n21,87.0
x_ij,a1,s089,v00,n,n01,8.0
x_ij,a1,s089,v00,n,n02,8.0
x_ij,a1,s089,v00,n,n03,8.0
x_ij,a1,s089,v00,n,n04,8.0
x_ij,a1,s089,v00,n,n05,8.0
x_ij,a1,s089,v00,n,n06,8.0
x_ij,a1,s089,v00,n,n07,8.0
x_ij,a1,s089,v00,n,n08,8.0
x_ij,a1,s089,v00,n,n09,8.0
x_ij,a1,s089,v00,n,n10,8.0
x_ij,a1,s089,v00,n,n11,8.0
x_ij,a1,s089,v00,n,n12,8.0
x_ij,a1,s089,v00,n,n13,8.0
x_ij,a1,s089,v00,n,n14,8.0
x_ij,a1,s089,v00,n,n15,8.0
x_ij,a1,s089,v00,n,n16,8.0
x_ij,a1,s089,v00,n,n17,8.0
x_ij,a1,s089,v00,n,n18,8.0
x_ij,a1,s089,v00,n,n19,8.0
x_ij,a1,s089,v00,n,n20,8.0
x_ij,a1,s089,v00,n,n21,8.0
x_ij,a1,s089,v00,n,n22,8.0
x_ij,a1,s089,v00,n,n23,8.0
x_ij,a1,s089,v00,n,n24,8.0
x_ij,a1,s089,v00,n,n25,8.0
x_ij,a1,s090,v00,n,n08,6.0
x_ij,a1,s090,v00,n,n09,6.0
x_ij,a1,s090,v00,n,n10,6.0
x_ij,a1,s090,v00,n,n11,6.0
x_ij,a1,s090,v00,n,n12,6.0
x_ij,a1,s090,v00,n,n13,6.0
x_ij,a1,s090,v00,n,n14,6.0
x_ij,a1,s090,v00,n,n15,6.0
x_ij,a1,s090,v00,n,n16,6.0
x_ij,a1,s091,v00,n,n08,10.0
x_ij,a1,s091,v00,n,n09,10.0
x_ij,a1,s091,v00,n,n10,10.0
x_ij,a1,s091,v00,n,n11,10.0
x_ij,a1,s091,v00,n,n12,10.0
x_ij,a1,s091,v00,n,n13,10.0
x_ij,a1,s091,v00,n,n14,10.0
x_ij,a1,s091,v00,n,n15,10.0
x_ij,a1,s091,v00,n,n16,10.0
x_ij,a1,s092,v00,n,n11,74.0
x_ij,a1,s092,v00,n,n12,74.0
x_ij,a1,s092,v00,n,n13,74.0
x_ij,a1,s092,v00,n,n14,74.0
x_ij,a1,s092,v00,n,n15,74.0
x_ij,a1,s092,v00,n,n16,74.0
x_ij,a1,s094,v00,n,n06,10.0
x_ij,a1,s094,v00,n,n07,10.0
x_ij,a1,s094,v00,n,n08,10.0
x_ij,a1,s094,v00,n,n09,10.0
x_ij,a1,s094,v00,n,n10,10.0
x_ij,a1,s094,v00,n,n11,10.0
x_ij,a1,s094,v00,n,n12,10.0
x_ij,a1,s094,v00,n,n13,10.0
x_ij,a1,s094,v00,n,n14,10.0
x_ij,a1,s094,v00,n,n15,10.0
x_ij,a1,s094,v00,n,n16,10.0
x_ij,a1,s095,v00,n,n03,6.0
x_ij,a1,s095,v00,n,n04,6.0
x_ij,a1,s095,v00,n,n05,6.0
x_ij,a1,s095,v00,n,n06,6.0
x_ij,a1,s095,v00,n,n07,6.0
x_ij,a1,s095,v00,n,n08,6.0
x_ij,a1,s095,v00,n,n09,6.0
x_ij,a1,s095,v00,n,n10,6.0
x_ij,a1,s095,v00,n,n11,6.0
x_ij,a1,s095,v00,n,n12,6.0
x_ij,a1,s095,v00,n,n13,6.0
x_ij,a1,s095,v00,n,n14,6.0
x_ij,a1,s095,v00,n,n15,6.0
x_ij,a1,s095,v00,n,n16,6.0
x_ij,a1,s095,v00,n,n18,6.0
x_ij,a1,s095,v00,n,n19,6.0
x_ij,a1,s095,v00,n,n20,6.0
x_ij,a1,s095,v00,n,n21,6.0
x_ij,a1,s096,v00,n,n06,118.0
x_ij,a1,s096,v00,n,n07,118.0
x_ij,a1,s096,v00,n,n08,118.0
x_ij,a1,s096,v00,n,n09,118.0
x_ij,a1,s096,v00,n,n10,118.0
x_ij,a1,s096,v00,n,n11,118.0
x_ij,a1,s096,v00,n,n12,118.0
x_ij,a1,s096,v00,n,n13,118.0
x_ij,a1,s096,v00,n,n14,118.0
x_ij,a1,s096,v00,n,n15,118.0
x_ij,a1,s097,v00,n,n03,6.0
x_ij,a1,s097,v00,n,n04,6.0
x_ij,a1,s097,v00,n,n05,6.0
x_ij,a1,s097,v00,n,n06,6.0
x_ij,a1,s097,v00,n,n07,6.0
x_ij,a1,s097,v00,n,n08,6.0
x_ij,a1,s097,v00,n,n09,6.0
x_ij,a1,s097,v00,n,n10,6.0
x_ij,a1,s097,v00,n,n11,6.0
x_ij,a1,s097,v00,n,n12,6.0
x_ij,a1,s097,v00,n,n13,6.0
x_ij,a1,s097,v00,n,n14,6.0
x_ij,a1,s097,v00,n,n15,6.0
x_ij,a1,s097,v00,n,n16,6.0
x_ij,a1,s097,v00,n,n19,6.0
x_ij,a1,s097,v00,n,n20,6.0
x_ij,a1,s098,v00,n,n01,76.0
x_ij,a1,s098,v00,n,n02,76.0
x_ij,a1,s098,v00,n,n03,76.0
x_ij,a1,s098,v00,n,n04,76.0
x_ij,a1,s098,v00,n,n05,76.0
x_ij,a1,s098,v00,n,n06,76.0
x_ij,a1,s098,v00,n,n07,76.0
x_ij,a1,s098,v00,n,n16,76.0
x_ij,a1,s098,v00,n,n24,76.0
x_ij,a1,s098,v00,n,n25,76.0
x_ij,a1,s099,v00,n,n04,4.0
x_ij,a1,s099,v00,n,n05,4.0
x_ij,a1,s099,v00,n,n06,4.0
x_ij,a1,s099,v00,n,n07,4.0
x_ij,a1,s099,v00,n,n08,4.0
x_ij,a1,s099,v00,n,n09,4.0
