variable,staging,sender,vehicle,patient,scenario,value
x_ij,a1,s234,v20,n,n15,4.0
x_ij,a1,s234,v20,n,n16,4.0
x_ij,a1,s238,v00,n,n08,71.0
x_ij,a1,s238,v00,n,n09,71.0
x_ij,a1,s238,v00,n,n10,71.0
x_ij,a1,s244,v00,n,n24,63.0
x_ij,a1,s247,v00,n,n06,10.0
x_ij,a1,s247,v00,n,n07,10.0
x_ij,a1,s247,v00,n,n08,10.0
x_ij,a1,s247,v00,n,n09,10.0
x_ij,a1,s247,v00,n,n10,10.0
x_ij,a1,s247,v00,n,n11,10.0
x_ij,a1,s247,v00,n,n12,10.0
x_ij,a1,s247,v00,n,n13,10.0
x_ij,a1,s247,v00,n,n14,10.0
x_ij,a1,s247,v00,n,n15,10.0
x_ij,a1,s249,v00,n,n24,31.0
x_ij,a1,s252,v00,n,n06,93.0
x_ij,a1,s252,v00,n,n07,93.0
x_ij,a1,s252,v00,n,n08,93.0
x_ij,a1,s252,v00,n,n09,93.0
x_ij,a1,s252,v00,n,n10,93.0
x_ij,a1,s252,v00,n,n11,93.0
x_ij,a1,s252,v00,n,n12,93.0
x_ij,a1,s252,v00,n,n13,93.0
x_ij,a1,s252,v00,n,n14,93.0
x_ij,a1,s252,v00,n,n15,93.0
x_ij,a1,s252,v00,n,n16,93.0
x_ij,a1,s252,v00,n,n17,93.0
x_ij,a1,s252,v00,n,n18,93.0
x_ij,a1,s254,v00,n,n10,92.0
x_ij,a1,s254,v00,n,n11,92.0
x_ij,a1,s254,v00,n,n12,92.0
x_ij,a1,s254,v00,n,n13,92.0
x_ij,a1,s256,v00,n,n02,20.0
x_ij,a1,s256,v00,n,n03,20.0
x_ij,a1,s256,v00,n,n04,20.0
x_ij,a1,s256,v00,n,n05,20.0
x_ij,a1,s256,v00,n,n17,80.0
x_ij,a1,s256,v00,n,n18,80.0
x_ij,a1,s256,v00,n,n19,80.0
x_ij,a1,s256,v00,n,n24,80.0
x_ij,a1,s256,v20,n,n02,3.0
x_ij,a1,s256,v20,n,n03,3.0
x_ij,a1,s256,v20,n,n04,3.0
x_ij,a1,s256,v20,n,n05,3.0
x_ij,a1,s256,v20,n,n06,4.0
x_ij,a1,s256,v20,n,n07,4.0
x_ij,a1,s256,v20,n,n08,4.0
x_ij,a1,s256,v20,n,n09,4.0
x_ij,a1,s256,v20,n,n10,4.0
x_ij,a1,s256,v20,n,n11,4.0
x_ij,a1,s256,v20,n,n12,4.0
x_ij,a1,s256,v20,n,n13,4.0
x_ij,a1,s256,v20,n,n14,4.0
x_ij,a1,s256,v20,n,n15,4.0
x_ij,a1,s256,v20,n,n16,4.0
x_ij,a1,s257,v00,n,n10,9.0
x_ij,a1,s264,v00,n,n02,6.0
x_ij,a1,s264,v00,n,n03,6.0
x_ij,a1,s264,v00,n,n04,6.0
x_ij,a1,s264,v00,n,n05,6.0
x_ij,a1,s264,v00,n,n06,6.0
x_ij,a1,s264,v00,n,n07,6.0
x_ij,a1,s264,v00,n,n08,6.0
x_ij,a1,s264,v00,n,n09,6.0
x_ij,a1,s264,v00,n,n10,6.0
x_ij,a1,s264,v00,n,n11,6.0
x_ij,a1,s264,v00,n,n12,6.0
x_ij,a1,s264,v00,n,n13,6.0
x_ij,a1,s266,v00,n,n08,47.0
x_ij,a1,s266,v00,n,n09,47.0
x_ij,a1,s266,v00,n,n10,47.0
x_ij,a1,s266,v00,n,n11,47.0
x_ij,a1,s266,v00,n,n12,47.0
x_ij,a1,s266,v00,n,n13,47.0
x_ij,a1,s266,v00,n,n14,47.0
x_ij,a1,s266,v00,n,n15,47.0
x_ij,a1,s268,v00,n,n06,4.0
x_ij,a1,s268,v00,n,n07,4.0
x_ij,a1,s268,v00,n,n08,4.0
x_ij,a1,s268,v00,n,n09,4.0
x_ij,a1,s268,v00,n,n10,4.0
x_ij,a1,s268,v00,n,n11,4.0
x_ij,a1,s268,v00,n,n12,4.0
x_ij,a1,s268,v00,n,n13,4.0
x_ij,a1,s271,v00,n,n06,10.0
x_ij,a1,s271,v00,n,n07,10.0
x_ij,a1,s271,v00,n,n08,10.0
x_ij,a1,s271,v00,n,n09,10.0
x_ij,a1,s271,v00,n,n10,10.0
x_ij,a1,s271,v00,n,n11,10.0
x_ij,a1,s271,v00,n,n12,10.0
x_ij,a1,s271,v00,n,n13,10.0
x_ij,a1,s271,v00,n,n14,10.0
x_ij,a1,s272,v00,n,n08,6.0
x_ij,a1,s272,v00,n,n09,6.0
x_ij,a1,s272,v00,n,n10,6.0
x_ij,a1,s272,v00,n,n11,6.0
x_ij,a1,s272,v00,n,n12,6.0
x_ij,a1,s272,v00,n,n13,6.0
x_ij,a1,s278,v00,n,n01,2.0
x_ij,a1,s278,v00,n,n02,42.0
x_ij,a1,s278,v00,n,n03,42.0
x_ij,a1,s278,v00,n,n04,42.0
x_ij,a1,s278,v00,n,n05,42.0
x_ij,a1,s278,v00,n,n06,2.0
x_ij,a1,s278,v00,n,n07,2.0
x_ij,a1,s278,v00,n,n08,2.0
x_ij,a1,s278,v00,n,n09,2.0
x_ij,a1,s278,v00,n,n10,2.0
x_ij,a1,s278,v00,n,n11,2.0
x_ij,a1,s278,v00,n,n12,2.0
x_ij,a1,s278,v00,n,n13,2.0
x_ij,a1,s278,v00,n,n14,2.0
x_ij,a1,s278,v00,n,n15,2.0
x_ij,a1,s278,v00,n,n16,2.0
x_ij,a1,s278,v00,n,n17,42.0
x_ij,a1,s278,v00,n,n18,42.0
x_ij,a1,s278,v00,n,n19,82.0
x_ij,a1,s278,v00,n,n20,102.0
x_ij,a1,s278,v00,n,n21,102.0
x_ij,a1,s278,v00,n,n22,102.0
x_ij,a1,s278,v00,n,n23,102.0
x_ij,a1,s278,v00,n,n24,102.0
x_ij,a1,s278,v00,n,n25,2.0
x_ij,a1,s278,v20,n,n01,5.0
x_ij,a1,s278,v20,n,n02,3.0
x_ij,a1,s278,v20,n,n03,3.0
x_ij,a1,s278,v20,n,n04,3.0
x_ij,a1,s278,v20,n,n05,3.0
x_ij,a1,s278,v20,n,n06,5.0
x_ij,a1,s278,v20,n,n07,5.0
x_ij,a1,s278,v20,n,n08,5.0
x_ij,a1,s278,v20,n,n09,5.0
x_ij,a1,s278,v20,n,n10,5.0
x_ij,a1,s278,v20,n,n11,5.0
x_ij,a1,s278,v20,n,n12,5.0
x_ij,a1,s278,v20,n,n13,5.0
x_ij,a1,s278,v20,n,n14,5.0
x_ij,a1,s278,v20,n,n15,5.0
x_ij,a1,s278,v20,n,n16,5.0
x_ij,a1,s278,v20,n,n17,3.0
x_ij,a1,s278,v20,n,n18,3.0
x_ij,a1,s278,v20,n,n19,1.0
x_ij,a1,s278,v20,n,n25,5.0
x_ij,a1,s289,v00,n,n08,8.0
x_ij,a1,s289,v00,n,n09,8.0
x_ij,a1,s289,v00,n,n10,8.0
x_ij,a1,s289,v00,n,n13,8.0
x_ij,a1,s289,v00,n,n14,8.0
x_ij,a1,s289,v00,n,n15,8.0
x_ij,a1,s289,v00,n,n16,8.0
x_ij,a1,s289,v00,n,n17,8.0
x_ij,a1,s289,v00,n,n18,8.0
x_ij,a1,s289,v00,n,n19,8.0
x_ij,a1,s289,v00,n,n20,8.0
x_ij,a1,s289,v00,n,n21,8.0
x_ij,a1,s291,v00,n,n08,16.0
x_ij,a1,s291,v00,n,n09,16.0
x_ij,a1,s291,v00,n,n10,16.0
x_ij,a1,s291,v00,n,n11,16.0
x_ij,a1,s291,v00,n,n12,16.0
x_ij,a1,s291,v00,n,n13,16.0
x_ij,a1,s291,v00,n,n14,16.0
x_ij,a1,s291,v00,n,n15,16.0
x_ij,a1,s291,v00,n,n16,16.0
x_ij,a1,s291,v00,n,n17,16.0
x_ij,a1,s291,v00,n,n18,16.0
x_ij,a1,s291,v00,n,n19,16.0
x_ij,a1,s291,v00,n,n20,16.0
x_ij,a1,s291,v00,n,n21,16.0
x_ij,a1,s291,v00,n,n22,16.0
x_ij,a1,s291,v00,n,n23,16.0
x_ij,a1,s291,v00,n,n24,16.0
x_ij,a1,s291,v00,n,n25,16.0
x_ij,a1,s293,v00,n,n01,10.0
x_ij,a1,s293,v00,n,n02,10.0
x_ij,a1,s293,v00,n,n03,10.0
x_ij,a1,s293,v00,n,n04,10.0
x_ij,a1,s293,v00,n,n05,10.0
x_ij,a1,s293,v00,n,n06,10.0
x_ij,a1,s293,v00,n,n07,10.0
x_ij,a1,s293,v00,n,n08,10.0
x_ij,a1,s293,v00,n,n09,10.0
x_ij,a1,s293,v00,n,n10,10.0
x_ij,a1,s293,v00,n,n11,10.0
x_ij,a1,s293,v00,n,n12,10.0
x_ij,a1,s293,v00,n,n13,10.0
x_ij,a1,s293,v00,n,n14,10.0
x_ij,a1,s293,v00,n,n15,10.0
x_ij,a1,s293,v00,n,n16,10.0
x_ij,a1,s293,v00,n,n17,10.0
x_ij,a1,s293,v00,n,n18,10.0
x_ij,a1,s293,v00,n,n19,10.0
x_ij,a1,s293,v00,n,n20,10.0
x_ij,a1,s293,v00,n,n21,10.0
x_ij,a1,s293,v00,n,n22,10.0
x_ij,a1,s293,v00,n,n23,10.0
x_ij,a1,s293,v00,n,n24,10.0
x_ij,a1,s293,v00,n,n25,10.0
x_ij,a1,s296,v00,n,n08,10.0
x_ij,a1,s296,v00,n,n09,10.0
x_ij,a1,s296,v00,n,n10,10.0
x_ij,a1,s296,v00,n,n11,10.0
x_ij,a1,s296,v00,n,n12,10.0
x_ij,a1,s296,v00,n,n13,10.0
x_ij,a1,s296,v00,n,n14,10.0
x_ij,a1,s296,v00,n,n15,10.0
x_ij,a1,s296,v00,n,n16,10.0
x_ij,a1,s296,v00,n,n17,10.0
x_ij,a1,s296,v00,n,n18,10.0
x_ij,a1,s296,v00,n,n19,10.0
x_ij,a1,s296,v00,n,n20,10.0
x_ij,a1,s296,v00,n,n21,10.0
x_ij,a1,s296,v00,n,n22,10.0
x_ij,a1,s296,v00,n,n23,10.0
x_ij,a1,s296,v00,n,n24,10.0
x_ij,a1,s296,v00,n,n25,10.0
x_ij,a1,s302,v00,n,n06,46.0
x_ij,a1,s302,v00,n,n07,46.0
x_ij,a1,s302,v00,n,n08,46.0
x_ij,a1,s302,v00,n,n09,46.0
x_ij,a1,s302,v00,n,n10,46.0
x_ij,a1,s302,v00,n,n11,46.0
x_ij,a1,s302,v00,n,n12,46.0
x_ij,a1,s302,v00,n,n13,46.0
x_ij,a1,s302,v00,n,n14,46.0
x_ij,a1,s302,v00,n,n15,46.0
x_ij,a1,s302,v00,n,n16,46.0
x_ij,a1,s302,v00,n,n17,46.0
x_ij,a1,s302,v00,n,n18,46.0
x_ij,a1,s303,v00,n,n09,34.0
x_ij,a1,s313,v00,n,n15,10.0
x_ij,a1,s313,v00,n,n16,60.0
x_ij,a4,s049,v00,c,n11,28.0
x_ij,a4,s049,v00,c,n12,38.0
x_ij,a4,s049,v00,n,n12,60.0
x_ij,a4,s051,v00,c,n11,2.0
x_ij,a4,s051,v00,c,n12,2.0
x_ij,a4,s051,v00,n,n11,17.0
x_ij,a4,s051,v00,n,n12,17.0
x_ij,a4,s053,v00,c,n01,22.0
x_ij,a4,s053,v00,c,n02,22.0
x_ij,a4,s053,v00,c,n03,22.0
x_ij,a4,s053,v00,c,n04,22.0
x_ij,a4,s053,v00,c,n05,22.0
x_ij,a4,s053,v00,c,n06,22.0
x_ij,a4,s053,v00,c,n07,22.0
x_ij,a4,s053,v00,c,n08,22.0
x_ij,a4,s053,v00,c,n09,22.0
x_ij,a4,s053,v00,c,n10,22.0
x_ij,a4,s053,v00,c,n11,22.0
x_ij,a4,s053,v00,c,n12,22.0
x_ij,a4,s053,v00,c,n13,22.0
x_ij,a4,s053,v00,c,n14,22.0
x_ij,a4,s053,v00,c,n15,22.0
x_ij,a4,s053,v00,c,n16,22.0
x_ij,a4,s053,v00,c,n17,22.0
x_ij,a4,s053,v00,c,n18,22.0
x_ij,a4,s053,v00,c,n19,22.0
x_ij,a4,s053,v00,c,n20,22.0
x_ij,a4,s053,v00,c,n21,22.0
x_ij,a4,s053,v00,c,n22,22.0
x_ij,a4,s053,v00,c,n23,22.0
x_ij,a4,s053,v00,c,n24,22.0
x_ij,a4,s053,v00,c,n25,22.0
x_ij,a4,s053,v00,n,n01,128.0
x_ij,a4,s053,v00,n,n02,128.0
x_ij,a4,s053,v00,n,n03,128.0
x_ij,a4,s053,v00,n,n04,128.0
x_ij,a4,s053,v00,n,n05,128.0
x_ij,a4,s053,v00,n,n06,128.0
x_ij,a4,s053,v00,n,n07,128.0
x_ij,a4,s053,v00,n,n08,128.0
x_ij,a4,s053,v00,n,n09,128.0
x_ij,a4,s053,v00,n,n10,128.0
x_ij,a4,s053,v00,n,n11,128.0
x_ij,a4,s053,v00,n,n12,128.0
x_ij,a4,s053,v00,n,n13,128.0
x_ij,a4,s053,v00,n,n14,128.0
x_ij,a4,s053,v00,n,n15,128.0
x_ij,a4,s053,v00,n,n16,128.0
x_ij,a4,s053,v00,n,n17,128.0
x_ij,a4,s053,v00,n,n18,128.0
x_ij,a4,s053,v00,n,n19,128.0
x_ij,a4,s053,v00,n,n20,128.0
x_ij,a4,s053,v00,n,n21,128.0
x_ij,a4,s053,v00,n,n22,128.0
x_ij,a4,s053,v00,n,n23,128.0
x_ij,a4,s053,v00,n,n24,128.0
x_ij,a4,s053,v00,n,n25,128.0
x_ij,a4,s054,v00,c,n01,23.0
x_ij,a4,s054,v00,c,n02,23.0
x_ij,a4,s054,v00,c,n03,23.0
x_ij,a4,s054,v00,c,n04,23.0
x_ij,a4,s054,v00,c,n05,23.0
x_ij,a4,s054,v00,c,n06,23.0
x_ij,a4,s054,v00,c,n07,23.0
x_ij,a4,s054,v00,c,n08,23.0
x_ij,a4,s054,v00,c,n09,23.0
x_ij,a4,s054,v00,c,n10,23.0
x_ij,a4,s054,v00,c,n11,23.0
x_ij,a4,s054,v00,c,n12,23.0
x_ij,a4,s054,v00,c,n13,23.0
x_ij,a4,s054,v00,c,n14,23.0
x_ij,a4,s054,v00,c,n15,23.0
x_ij,a4,s054,v00,c,n16,23.0
x_ij,a4,s054,v00,c,n17,23.0
x_ij,a4,s054,v00,c,n18,23.0
x_ij,a4,s054,v00,c,n19,23.0
x_ij,a4,s054,v00,c,n20,23.0
x_ij,a4,s054,v00,c,n21,23.0
x_ij,a4,s054,v00,c,n22,23.0
x_ij,a4,s054,v00,c,n23,23.0
x_ij,a4,s054,v00,c,n24,23.0
x_ij,a4,s054,v00,c,n25,23.0
x_ij,a4,s054,v00,n,n01,129.0
x_ij,a4,s054,v00,n,n02,129.0
x_ij,a4,s054,v00,n,n03,129.0
x_ij,a4,s054,v00,n,n04,129.0
x_ij,a4,s054,v00,n,n05,129.0
x_ij,a4,s054,v00,n,n06,129.0
x_ij,a4,s054,v00,n,n07,129.0
x_ij,a4,s054,v00,n,n08,129.0
x_ij,a4,s054,v00,n,n09,129.0
x_ij,a4,s054,v00,n,n10,129.0
x_ij,a4,s054,v00,n,n11,129.0
x_ij,a4,s054,v00,n,n12,129.0
x_ij,a4,s054,v00,n,n13,129.0
x_ij,a4,s054,v00,n,n14,129.0
x_ij,a4,s054,v00,n,n15,129.0
x_ij,a4,s054,v00,n,n16,129.0
x_ij,a4,s054,v00,n,n17,129.0
x_ij,a4,s054,v00,n,n18,129.0
x_ij,a4,s054,v00,n,n19,129.0
x_ij,a4,s054,v00,n,n20,129.0
x_ij,a4,s054,v00,n,n21,129.0
x_ij,a4,s054,v00,n,n22,129.0
x_ij,a4,s054,v00,n,n23,129.0
x_ij,a4,s054,v00,n,n24,129.0
x_ij,a4,s054,v00,n,n25,129.0
x_ij,a4,s055,v00,c,n02,1.0
x_ij,a4,s055,v00,c,n03,1.0
x_ij,a4,s055,v00,c,n16,1.0
x_ij,a4,s055,v00,c,n17,1.0
x_ij,a4,s055,v00,c,n18,1.0
x_ij,a4,s055,v00,c,n24,1.0
x_ij,a4,s055,v00,n,n02,10.0
x_ij,a4,s055,v00,n,n03,10.0
x_ij,a4,s055,v00,n,n16,10.0
x_ij,a4,s055,v00,n,n17,10.0
x_ij,a4,s055,v00,n,n18,10.0
x_ij,a4,s055,v00,n,n24,10.0
x_ij,a4,s289,v00,n,n11,8.0
x_ij,a4,s289,v00,n,n12,8.0
x_ij,a4,s305,v00,n,n16,39.0
x_ij,a4,s305,v00,n,n17,39.0
x_ij,a4,s305,v00,n,n18,39.0
x_ij,a4,s305,v00,n,n19,39.0
x_ij,a4,s305,v00,n,n22,39.0
x_ij,a4,s305,v00,n,n23,39.0
x_ij,a4,s306,v00,n,n01,81.0
x_ij,a4,s306,v00,n,n02,81.0
x_ij,a4,s306,v00,n,n03,81.0
x_ij,a4,s306,v00,n,n04,81.0
x_ij,a4,s306,v00,n,n05,81.0
x_ij,a4,s306,v00,n,n06,81.0
x_ij,a4,s306,v00,n,n07,81.0
x_ij,a4,s306,v00,n,n08,81.0
x_ij,a4,s306,v00,n,n09,81.0
x_ij,a4,s306,v00,n,n10,81.0
x_ij,a4,s306,v00,n,n11,81.0
x_ij,a4,s306,v00,n,n12,81.0
x_ij,a4,s306,v00,n,n13,81.0
x_ij,a4,s306,v00,n,n14,81.0
x_ij,a4,s306,v00,n,n15,81.0
x_ij,a4,s306,v00,n,n16,81.0
x_ij,a4,s306,v00,n,n17,81.0
x_ij,a4,s306,v00,n,n18,81.0
x_ij,a4,s306,v00,n,n19,81.0
x_ij,a4,s306,v00,n,n20,81.0
x_ij,a4,s306,v00,n,n21,81.0
x_ij,a4,s306,v00,n,n22,81.0
x_ij,a4,s306,v00,n,n23,81.0
x_ij,a4,s306,v00,n,n24,81.0
x_ij,a4,s306,v00,n,n25,81.0
x_ij,a4,s307,v00,n,n01,102.0
x_ij,a4,s307,v00,n,n02,102.0
x_ij,a4,s307,v00,n,n03,102.0
x_ij,a4,s307,v00,n,n04,102.0
x_ij,a4,s307,v00,n,n05,102.0
x_ij,a4,s307,v00,n,n06,102.0
x_ij,a4,s307,v00,n,n07,102.0
x_ij,a4,s307,v00,n,n08,102.0
x_ij,a4,s307,v00,n,n09,102.0
x_ij,a4,s307,v00,n,n10,102.0
x_ij,a4,s307,v00,n,n11,102.0
x_ij,a4,s307,v00,n,n12,102.0
x_ij,a4,s307,v00,n,n13,102.0
x_ij,a4,s307,v00,n,n14,102.0
x_ij,a4,s307,v00,n,n15,102.0
x_ij,a4,s307,v00,n,n16,102.0
x_ij,a4,s307,v00,n,n17,102.0
x_ij,a4,s307,v00,n,n18,102.0
x_ij,a4,s307,v00,n,n19,102.0
x_ij,a4,s307,v00,n,n20,102.0
x_ij,a4,s307,v00,n,n21,102.0
x_ij,a4,s307,v00,n,n22,102.0
x_ij,a4,s307,v00,n,n23,102.0
x_ij,a4,s307,v00,n,n24,102.0
x_ij,a4,s307,v00,n,n25,102.0
x_ij,a4,s308,v00,n,n01,127.0
x_ij,a4,s308,v00,n,n02,127.0
x_ij,a4,s308,v00,n,n03,127.0
x_ij,a4,s308,v00,n,n04,127.0
x_ij,a4,s308,v00,n,n05,127.0
x_ij,a4,s308,v00,n,n06,127.0
x_ij,a4,s308,v00,n,n07,127.0
x_ij,a4,s308,v00,n,n08,127.0
x_ij,a4,s308,v00,n,n09,127.0
x_ij,a4,s308,v00,n,n10,127.0
x_ij,a4,s308,v00,n,n11,127.0
x_ij,a4,s308,v00,n,n12,127.0
x_ij,a4,s308,v00,n,n13,127.0
x_ij,a4,s308,v00,n,n14,127.0
x_ij,a4,s308,v00,n,n15,127.0
x_ij,a4,s308,v00,n,n16,127.0
x_ij,a4,s308,v00,n,n17,127.0
x_ij,a4,s308,v00,n,n18,127.0
x_ij,a4,s308,v00,n,n19,127.0
x_ij,a4,s308,v00,n,n20,127.0
x_ij,a4,s308,v00,n,n21,127.0
x_ij,a4,s308,v00,n,n22,127.0
x_ij,a4,s308,v00,n,n23,127.0
x_ij,a4,s308,v00,n,n24,127.0
x_ij,a4,s308,v00,n,n25,127.0
x_ij,a4,s309,v00,n,n17,20.0
x_ij,a4,s309,v00,n,n18,20.0
x_ij,a4,s309,v00,n,n19,20.0
x_ij,a4,s309,v00,n,n20,20.0
x_ij,a4,s309,v00,n,n21,20.0
x_ij,a4,s309,v00,n,n22,20.0
x_ij,a4,s309,v00,n,n23,20.0
x_ij,a4,s310,v00,n,n02,55.0
x_ij,a4,s310,v00,n,n03,55.0
x_ij,a4,s310,v00,n,n04,55.0
x_ij,a4,s310,v00,n,n05,55.0
x_ij,a4,s310,v00,n,n15,55.0
x_ij,a4,s310,v00,n,n16,55.0
x_ij,a4,s310,v00,n,n17,55.0
x_ij,a4,s310,v00,n,n18,55.0
x_ij,a4,s310,v00,n,n19,55.0
x_ij,a4,s310,v00,n,n22,55.0
x_ij,a4,s310,v00,n,n23,55.0
x_ij,a4,s310,v00,n,n24,55.0
x_ij,a4,s311,v00,n,n01,74.0
x_ij,a4,s311,v00,n,n02,74.0
x_ij,a4,s311,v00,n,n03,74.0
x_ij,a4,s311,v00,n,n04,74.0
x_ij,a4,s311,v00,n,n05,74.0
x_ij,a4,s311,v00,n,n06,74.0
x_ij,a4,s311,v00,n,n07,74.0
x_ij,a4,s311,v00,n,n08,74.0
x_ij,a4,s311,v00,n,n09,74.0
x_ij,a4,s311,v00,n,n10,74.0
x_ij,a4,s311,v00,n,n11,74.0
x_ij,a4,s311,v00,n,n12,74.0
x_ij,a4,s311,v00,n,n13,74.0
x_ij,a4,s311,v00,n,n14,74.0
x_ij,a4,s311,v00,n,n15,74.0
x_ij,a4,s311,v00,n,n16,74.0
x_ij,a4,s311,v00,n,n17,74.0
x_ij,a4,s311,v00,n,n18,74.0
x_ij,a4,s311,v00,n,n19,74.0
x_ij,a4,s311,v00,n,n20,74.0
x_ij,a4,s311,v00,n,n21,74.0
x_ij,a4,s311,v00,n,n22,74.0
x_ij,a4,s311,v00,n,n23,74.0
x_ij,a4,s311,v00,n,n24,74.0
x_ij,a4,s311,v00,n,n25,74.0
x_ij,a4,s312,v00,n,n01,4.0
x_ij,a4,s312,v00,n,n02,4.0
x_ij,a4,s312,v00,n,n03,4.0
x_ij,a4,s312,v00,n,n04,4.0
x_ij,a4,s312,v00,n,n05,4.0
x_ij,a4,s312,v00,n,n06,4.0
x_ij,a4,s312,v00,n,n07,4.0
x_ij,a4,s312,v00,n,n08,4.0
x_ij,a4,s312,v00,n,n09,4.0
x_ij,a4,s312,v00,n,n10,4.0
x_ij,a4,s312,v00,n,n11,4.0
x_ij,a4,s312,v00,n,n12,4.0
x_ij,a4,s312,v00,n,n13,4.0
x_ij,a4,s312,v00,n,n14,4.0
x_ij,a4,s312,v00,n,n15,4.0
x_ij,a4,s312,v00,n,n16,4.0
x_ij,a4,s312,v00,n,n17,4.0
x_ij,a4,s312,v00,n,n18,4.0
x_ij,a4,s312,v00,n,n19,4.0
x_ij,a4,s312,v00,n,n20,4.0
x_ij,a4,s312,v00,n,n21,4.0
x_ij,a4,s312,v00,n,n22,4.0
x_ij,a4,s312,v00,n,n23,4.0
x_ij,a4,s312,v00,n,n24,4.0
x_ij,a4,s312,v00,n,n25,4.0
x_ij,a4,s313,v00,n,n14,80.0
x_ij,a4,s313,v00,n,n15,70.0
x_ij,a4,s313,v00,n,n16,20.0
